data,mes,dia,ET_PM,ET_PT,ET_TH,ET_THC,ET_HS,ET_HS_CAL,ET_CAM,ET_CAM_CAL
2024-02-05,2,36,4.809631973418653,5.443887651907879,3.9275217240134763,4.1712707106851985,15.373798570896312,4.3067027209948705,11.182508,4.633871345130436
2024-02-06,2,37,5.110627577653962,5.759278923423832,3.9275217240134763,4.1712707106851985,15.12125086859607,4.235955867400961,11.953584000000003,4.953394208992265
2024-02-07,2,38,3.332806129829778,3.815746123816497,3.9275217240134763,4.1712707106851985,14.32378404797433,4.012559384714084,8.69022,3.60110285106699
2024-02-08,2,39,5.658938090658603,6.488109227738642,3.9275217240134763,4.1712707106851985,15.460408779549207,4.330965067060564,13.487376,5.588975672308927
2024-02-09,2,40,5.447013369170516,6.086167595587104,3.9275217240134763,4.1712707106851985,15.42051324326759,4.31978902531218,12.535775999999998,5.194646245312217
2024-02-10,2,41,5.645171145257708,5.903874120820809,3.9275217240134763,4.1712707106851985,16.41533818636836,4.598471959110751,13.035712000000002,5.401812571935829
2024-02-11,2,42,5.60438846101187,6.328418528736105,3.9275217240134763,4.1712707106851985,16.311859148562093,4.569484103465898,13.282032,5.503884056233673
2024-02-12,2,43,5.043645454952207,5.600231037452497,3.9275217240134763,4.1712707106851985,13.738817208974785,3.848691082056582,11.405088000000001,4.7261053130380954
2024-02-13,2,44,5.553959591337061,6.236739748717389,3.9275217240134763,4.1712707106851985,15.991479801063207,4.4797353922894665,12.441415,5.155544396782545
2024-02-14,2,45,1.948487717796925,2.3978663893630543,3.9275217240134763,4.1712707106851985,11.030733901650606,3.090068566316553,5.9868999999999994,2.4808857150973114
2024-02-15,2,46,0.9743365535604108,1.0145765708514112,3.9275217240134763,4.1712707106851985,7.901841730440121,2.213563754229235,3.1437406,1.302721132223931
2024-02-16,2,47,2.7433645519550915,3.3792133129757636,3.9275217240134763,4.1712707106851985,11.10719676244892,3.111488309078016,7.637058000000001,3.164687584153677
2024-02-17,2,48,3.6169870277503886,4.350172849604604,3.9275217240134763,4.1712707106851985,11.772718800688239,3.2979227520525227,8.880287000000001,3.679863896885594
2024-02-18,2,49,4.1671315186253,5.1661609724082345,3.9275217240134763,4.1712707106851985,13.057281759241045,3.65777075990671,10.724634,4.44413490959377
2024-02-19,2,50,4.499040070339387,5.681310656486519,3.9275217240134763,4.1712707106851985,13.363886526576042,3.7436607616302497,11.230955999999999,4.653947503263198
2024-02-20,2,51,2.4284545778613382,2.9152063756173314,3.9275217240134763,4.1712707106851985,11.812116210829576,3.3089592524121056,7.0518600000000005,2.9221899044357063
2024-02-21,2,52,2.634034002731534,3.143608326870073,3.9275217240134763,4.1712707106851985,12.090549706477734,3.3869575615348797,7.786401,3.226573186944733
2024-02-22,2,53,3.2752733317045815,3.9920709389253304,3.9275217240134763,4.1712707106851985,13.111173372696326,3.6728675596492306,9.574101000000002,3.967370493209991
2024-02-23,2,54,2.7980905381043555,3.2958637256097894,3.9275217240134763,4.1712707106851985,12.290687674548987,3.4430227381203564,8.042272,3.3326024690118574
2024-02-24,2,55,0.7053069923405088,0.793774041318128,3.9275217240134763,4.1712707106851985,10.508787265856405,2.943854279312404,3.77924,1.5660629925210652
2024-02-25,2,56,4.661582720517765,5.47988659079062,3.9275217240134763,4.1712707106851985,14.266444490982433,3.996496703459425,11.977152000000002,4.963160451042977
2024-02-26,2,57,3.911788940307214,4.183246167087452,3.9275217240134763,4.1712707106851985,12.967745878155503,3.6326888375100066,9.675535,4.009403291757682
2024-02-27,2,58,3.8935683217148283,4.517331415933031,3.9275217240134763,4.1712707106851985,14.406320569918742,4.035680558183364,10.051580000000001,4.165230960289605
2024-02-28,2,59,4.298923408616195,4.978620264090182,3.9275217240134763,4.1712707106851985,13.444133360825207,3.766140518849545,10.788192,4.470472435572183
2024-02-29,2,60,4.071763677899056,4.762226525520739,3.9275217240134763,4.1712707106851985,14.42868868596988,4.041946597498027,10.060402,4.168886670887509
2024-03-01,3,61,3.37767617602485,4.179562962109034,3.783865210006424,3.817276712605035,12.520063502171526,3.5072783933767298,9.450102000000001,3.9159870814632844
2024-03-02,3,62,4.754780908676259,5.231321964310878,3.783865210006424,3.817276712605035,12.941059831150124,3.625213204814504,12.112128,5.019092574559483
2024-03-03,3,63,4.862397910807084,5.617473430280827,3.783865210006424,3.817276712605035,14.591291632815558,4.087496989640393,12.252699000000002,5.077343186037369
2024-03-04,3,64,4.628043859697046,5.535735429639219,3.783865210006424,3.817276712605035,14.280706514163766,4.000491961609757,11.563242,4.791642068184414
2024-03-05,3,65,4.517474038936174,5.394986260103741,3.783865210006424,3.817276712605035,13.017022484248447,3.6464928230743565,10.898480000000001,4.516174205060007
2024-03-06,3,66,3.246218273785072,3.784458504407244,3.783865210006424,3.817276712605035,11.500511803522674,3.221668688363536,8.46307,3.506975140534936
2024-03-07,3,67,3.827636274200748,4.2171494806014,3.783865210006424,3.817276712605035,12.764045700491351,3.575625769760824,9.299514000000002,3.853585568482431
2024-03-08,3,68,3.462492144293367,4.052646867224437,3.783865210006424,3.817276712605035,12.699734972871804,3.55761023610133,8.59265,3.560671238843294
2024-03-09,3,69,1.6312614671701868,2.049893888591478,3.783865210006424,3.817276712605035,11.07211164425343,3.101659822428985,5.77724,2.394005610364094
2024-03-10,3,70,2.6237604506409458,3.180228918976235,3.783865210006424,3.817276712605035,10.905437393441904,3.0549689251741805,6.952758,2.8811234533278585
2024-03-11,3,71,4.397783538260841,4.67027267746228,3.783865210006424,3.817276712605035,12.041307312254101,3.3731631598316674,11.690653000000001,4.8444393639211505
2024-03-12,3,72,4.258701918119493,4.8101547610332185,3.783865210006424,3.817276712605035,14.244570067071994,3.990368963425571,11.384464000000001,4.717559022472332
2024-03-13,3,73,4.256034529642325,4.886487017684143,3.783865210006424,3.817276712605035,14.415660282489041,4.0382969164863765,11.974820000000001,4.9621941036031325
2024-03-14,3,74,4.1272515947649975,4.748988848403231,3.783865210006424,3.817276712605035,13.891084269172149,3.8913460550254158,11.212155000000001,4.646156637818721
2024-03-15,3,75,4.713954986999952,5.424320807933426,3.783865210006424,3.817276712605035,14.575862117283284,4.08317467878013,11.787474999999999,4.884561015645272
2024-03-16,3,76,4.559270598862211,5.247392833935056,3.783865210006424,3.817276712605035,14.173312386495244,3.9704073615211057,11.108599,4.603244512827053
2024-03-17,3,77,3.6784806307635,4.096931030692626,3.783865210006424,3.817276712605035,13.168269401228951,3.688862020634621,9.254760000000001,3.8350401511055803
2024-03-18,3,78,4.821048661314265,5.032606722581785,3.783865210006424,3.817276712605035,11.383534629970645,3.1888995643693847,9.54856,3.956786668183799
2024-03-19,3,79,4.853548874443075,4.946862524331206,3.783865210006424,3.817276712605035,10.455582914075828,2.9289500039945295,10.148,4.2051860289644925
2024-03-20,3,80,2.3826311078412172,2.9497450379901506,3.783865210006424,3.817276712605035,11.342658638704695,3.177448865181632,7.236264000000001,2.9986042840656997
2024-03-21,3,81,4.158066887150357,4.896106098751922,3.783865210006424,3.817276712605035,12.444593101605289,3.4861366711163324,10.014368000000001,4.14981083982155
2024-03-22,3,82,0.7978542147057478,0.5733682412675366,3.783865210006424,3.817276712605035,7.90296735460852,2.21387907829482,3.069528,1.2719684924236618
2024-03-23,3,83,0.6734033105582392,0.08649426052226956,3.783865210006424,3.817276712605035,5.8887102068192325,1.649619913641166,2.4123327000000003,0.9996361615347057
2024-03-24,3,84,0.4761555084099527,0.537207423480792,3.783865210006424,3.817276712605035,7.002855115771903,1.9617282640167557,2.5664000000000002,1.0634794466628374
2024-03-25,3,85,3.9999581226507313,4.843063006629963,3.783865210006424,3.817276712605035,11.284040419464688,3.16102798890069,9.905733999999999,4.10479446427262
2024-03-26,3,86,1.8116987707760581,1.748188402410152,3.783865210006424,3.817276712605035,8.987878844329632,2.517798193877984,4.439115,1.8395057527558842
2024-03-27,3,87,1.1763017722101512,1.0019487077759486,3.783865210006424,3.817276712605035,6.8958664673545345,1.9317572518996262,3.1412699999999996,1.3016973509268122
2024-03-28,3,88,0.48963840220836613,0.5857026893435455,3.783865210006424,3.817276712605035,6.494222198160504,1.8192435839838457,3.469788,1.437830510550714
2024-03-29,3,89,2.0200459335528715,2.452418191553448,3.783865210006424,3.817276712605035,8.729501358376469,2.4454182276213148,5.063968,2.0984358971938573
2024-03-30,3,90,3.810629638178964,4.5046001760216345,3.783865210006424,3.817276712605035,10.787633939172085,3.0219683329843714,9.157342,3.7946715255074657
2024-03-31,3,91,3.7686218938766247,4.169899366991691,3.783865210006424,3.817276712605035,12.457717910336996,3.489813358385046,9.484326000000001,3.9301690174758273
2024-04-01,4,92,3.7843690024063745,4.270607069886899,3.680639056313253,3.508058302599828,11.998400201600955,3.361143477815685,9.181420000000001,3.8046491042624333
2024-04-02,4,93,2.9390478854342366,3.2965627405208777,3.680639056313253,3.508058302599828,10.911511560656777,3.0566704976483767,7.225709999999999,2.99423085744472
2024-04-03,4,94,3.528026622719945,3.938421161847394,3.680639056313253,3.508058302599828,12.316096621497673,3.450140613410376,8.958932999999998,3.7124536742243732
2024-04-04,4,95,4.2157105593283255,4.718591515849016,3.680639056313253,3.508058302599828,12.534604606251133,3.511351831194789,9.882774,4.095280168724234
2024-04-05,4,96,3.8535988298598336,3.960914068919346,3.680639056313253,3.508058302599828,11.503561830273874,3.2225231003976167,9.02661,3.7404980548789095
2024-04-06,4,97,3.5338512582340846,3.652644081492344,3.680639056313253,3.508058302599828,10.404741936371884,2.914707786886904,8.818257000000001,3.6541595522485557
2024-04-07,4,98,3.5754535542273405,4.137145043018811,3.680639056313253,3.508058302599828,11.907289559513536,3.335620413468251,9.08004,3.7626386825422498
2024-04-08,4,99,4.747510819817978,6.10320677703158,3.680639056313253,3.508058302599828,8.067114463962447,2.2598620407512344,2.7539485000000004,1.1411968621095507
2024-04-09,4,100,2.868524673327964,3.3630990949180735,3.680639056313253,3.508058302599828,9.370801343723997,2.625067283066767,7.192403999999998,2.980429327499835
2024-04-10,4,101,3.4740136528369887,4.111900217997318,3.680639056313253,3.508058302599828,10.958595554177318,3.0698602608728076,8.903856000000001,3.6896305533220017
2024-04-11,4,102,2.7237830495065687,2.8795702122964495,3.680639056313253,3.508058302599828,9.413133054006993,2.6369257766602288,6.3427039999999995,2.6283258027845093
2024-04-12,4,103,3.0612864338365218,3.158663210110927,3.680639056313253,3.508058302599828,9.634010755722691,2.6988008295041555,7.043665000000001,2.918794013668327
2024-04-13,4,104,3.750549190563192,4.05119545427064,3.680639056313253,3.508058302599828,10.786941901605095,3.021774470676429,8.469777,3.509754425388726
2024-04-14,4,105,1.5449111567864835,1.5683289723751472,3.680639056313253,3.508058302599828,8.600493875703934,2.4092790214197786,3.9631680000000005,1.6422801245604208
2024-04-15,4,106,2.4604567166733617,2.919869961618268,3.680639056313253,3.508058302599828,9.02962091068136,2.529491508962601,6.187104,2.5638473887022393
2024-04-16,4,107,3.2615382233015455,3.785070453247798,3.680639056313253,3.508058302599828,9.819994922502747,2.7509010644226706,7.693630000000001,3.1881302116695003
2024-04-17,4,108,1.2719165357421336,1.5145302257178084,3.680639056313253,3.508058302599828,7.6551932306434,2.144469459783701,4.323760000000001,1.7917042909534409
2024-04-18,4,109,2.1444122519890274,1.9966694601203674,3.680639056313253,3.508058302599828,7.326543635218144,2.0524039822542073,4.489217999999999,1.8602677192132357
2024-04-19,4,110,2.9652768842897084,2.9876083952021473,3.680639056313253,3.508058302599828,9.579977916448474,2.6836644678006873,7.652736,3.171184323073868
2024-04-20,4,111,3.1046718644120337,3.584019970561252,3.680639056313253,3.508058302599828,10.98344330114138,3.0768209257317385,8.357451,3.463208137855274
2024-04-21,4,112,2.9714556481168373,3.5433717715363495,3.680639056313253,3.508058302599828,10.139861336178672,2.8405060860951163,8.0912,3.3528775322780353
2024-04-22,4,113,3.052380674637409,3.4046137154469647,3.680639056313253,3.508058302599828,10.950278472195237,3.067530374772259,7.944412,3.2920506849367226
2024-04-23,4,114,3.269467805117972,3.579421263408936,3.680639056313253,3.508058302599828,10.834244143285645,3.035025372333254,8.066658,3.342707678560766
2024-04-24,4,115,2.8896323215593473,3.169017201776788,3.680639056313253,3.508058302599828,10.697945035057586,2.996843543843177,7.4560200000000005,3.0896680267717618
2024-04-25,4,116,3.4193687351823296,3.5963062166116555,3.680639056313253,3.508058302599828,10.34017566733516,2.896620667736576,7.950225,3.294459508979526
2024-04-26,4,117,3.2751070611027093,3.741820684528888,3.680639056313253,3.508058302599828,10.260281866795232,2.874239806780891,8.120427,3.3649887829745806
2024-04-27,4,118,3.467129218903045,3.8874245884022374,3.680639056313253,3.508058302599828,10.530455067160812,2.949924137610946,8.312880000000002,3.4447385530605397
2024-04-28,4,119,3.3467466841316313,3.541768091295077,3.680639056313253,3.508058302599828,10.48422915001665,2.9369747495838308,7.74865,3.2109297125872795
2024-04-29,4,120,3.278371208604431,3.576139265413435,3.680639056313253,3.508058302599828,10.199716200673702,2.8572733870713054,7.871500000000001,3.2618369951708717
2024-04-30,4,121,3.434978283787923,3.910559493875532,3.680639056313253,3.508058302599828,13.062199039083222,3.6591482504714876,9.71553,4.025976647613854
2024-05-01,5,122,3.5371110700540345,3.5307391469864697,2.7615459473515,2.505771452434183,10.720581608099362,3.0031847867223163,8.012187,3.320135675389331
2024-05-02,5,123,3.715502655925159,3.601002589305151,2.7615459473515,2.505771452434183,10.801388938710685,3.0258215572650844,8.076168,3.3466484865165653
2024-05-03,5,124,3.154207761045202,3.1298909047933483,2.7615459473515,2.505771452434183,10.609657757589277,2.97211139606925,7.327845,3.036554140364339
2024-05-04,5,125,3.5328142504176623,3.413720923065117,2.7615459473515,2.505771452434183,10.713608054232674,3.001231266694447,7.875000000000001,3.263287345102028
2024-05-05,5,126,3.1812724391861575,3.0337414466261996,2.7615459473515,2.505771452434183,10.751367626341816,3.011808955168517,7.6019440000000005,3.1501368448729257
2024-05-06,5,127,3.8259170944920085,4.0653275325791,2.7615459473515,2.505771452434183,10.207085931342085,2.8593378891510066,7.569323999999999,3.136619583514547
2024-05-07,5,128,3.712259177896423,4.008835511293921,2.7615459473515,2.505771452434183,10.289325279729692,2.8823758146084297,7.26825,3.0118588248936904
2024-05-08,5,129,3.8237214366288064,3.924119708887709,2.7615459473515,2.505771452434183,9.732810700087489,2.726477918368551,7.81062,3.236609194082641
2024-05-09,5,130,3.6018192802242384,3.763549528387559,2.7615459473515,2.505771452434183,9.650927089324231,2.703539646629607,6.224428,2.579313920368092
2024-05-10,5,131,3.302414621286576,3.6407321551552982,2.7615459473515,2.505771452434183,9.067734923150311,2.5401684877490154,7.242400000000001,3.0011469546878637
2024-05-11,5,132,3.496843438965143,3.530906583788046,2.7615459473515,2.505771452434183,9.774550280514061,2.7381705370644016,6.951675000000001,2.8806746736205895
2024-05-12,5,133,3.5898895948231773,3.4050168249013986,2.7615459473515,2.505771452434183,10.020582954759854,2.8070923186749583,7.142289000000001,2.9596623884141486
2024-05-13,5,134,3.715654056624176,3.295340543850666,2.7615459473515,2.505771452434183,9.755911271647264,2.7329491423756975,7.480935,3.0999924463531223
2024-05-14,5,135,3.105640455163834,3.148825896788288,2.7615459473515,2.505771452434183,7.83231823215662,2.194087953382107,4.424112,1.8332887241795583
2024-05-15,5,136,2.0572437632139637,2.1084938127532933,2.7615459473515,2.505771452434183,7.926098381478393,2.2203588338282687,5.273856,2.1854104818654476
2024-05-16,5,137,2.525801042148273,2.557853973331089,2.7615459473515,2.505771452434183,9.561653660623803,2.6785312457114037,6.321,2.619331975668561
2024-05-17,5,138,3.2897874298615566,2.7300801594784705,2.7615459473515,2.505771452434183,9.893333079936967,2.771445475793626,7.049517000000001,2.9212189987532207
2024-05-18,5,139,2.891709007374219,2.6641586653291958,2.7615459473515,2.505771452434183,9.78289318825778,2.7405076578036383,6.823345,2.827496557430501
2024-05-19,5,140,2.444796996009204,2.528670302054015,2.7615459473515,2.505771452434183,8.550633315875473,2.3953114513561204,6.282454,2.603359064683888
2024-05-20,5,141,2.5547676358466114,2.5474172855024975,2.7615459473515,2.505771452434183,8.287299386480296,2.3215430235322114,6.490323000000001,2.6894970046380484
2024-05-21,5,142,2.3586915929126544,2.3507341054104716,2.7615459473515,2.505771452434183,8.500102675723664,2.381156169925064,6.3281279999999995,2.6222857168997846
2024-05-22,5,143,2.445784292916281,2.517224402780213,2.7615459473515,2.505771452434183,8.294586051393777,2.32358425618302,6.689462999999999,2.772017771863904
2024-05-23,5,144,2.87223741658729,2.4313242819503587,2.7615459473515,2.505771452434183,9.241012464717292,2.5887091822502777,6.81951,2.825907388291648
2024-05-24,5,145,1.0139367613494805,0.574523801840916,2.7615459473515,2.505771452434183,8.11090353305547,2.272128788109936,3.0486336,1.2633101519660745
2024-05-25,5,146,1.1948579035390083,1.211423208385859,2.7615459473515,2.505771452434183,6.508762167522023,1.8233167039303357,2.93148,1.2147633760532943
2024-05-26,5,147,0.3700399830395658,0.20545460943892194,2.7615459473515,2.505771452434183,4.1829782306757535,1.1717887186330742,1.4565442,0.603571080056096
2024-05-27,5,148,1.0006233942400025,1.198773420637242,2.7615459473515,2.505771452434183,6.306969495148471,1.7667879906666406,3.1558699999999997,1.3077473820682077
2024-05-28,5,149,1.261961606419316,1.276178834418261,2.7615459473515,2.505771452434183,5.957066229442868,1.6687686664540782,3.756565,1.5566667968956445
2024-05-29,5,150,1.706305154908112,1.7305062235384459,2.7615459473515,2.505771452434183,6.187074176496544,1.733201398993045,5.751323999999999,2.383266390702422
2024-05-30,5,151,1.7112314022021005,1.4492360999098146,2.7615459473515,2.505771452434183,6.513325350253579,1.8245950003380689,5.39399,2.2351922929024615
2024-05-31,5,152,1.894398023598961,1.6840250573627498,2.7615459473515,2.505771452434183,7.473991460406685,2.09370893021589,5.765598000000001,2.389181332107373
2024-06-01,6,153,1.9174958450854773,1.9273142090240811,2.1222164334776092,1.8796852534595228,8.037575714240127,2.25158727292354,5.828088000000001,2.4150762941639354
2024-06-02,6,154,2.172559384574761,2.044969986792739,2.1222164334776092,1.8796852534595228,8.230965896998358,2.3057621746212416,5.833296,2.4172344148614955
2024-06-03,6,155,1.6442906984068273,1.6468205271674594,2.1222164334776092,1.8796852534595228,7.486770159658514,2.0972886609236157,4.470273,1.8524171822287334
2024-06-04,6,156,1.9646562737056894,1.8610522482113558,2.1222164334776092,1.8796852534595228,6.542007261741889,1.8326297398125329,5.51001,2.2832693211918254
2024-06-05,6,157,1.9447858028106857,2.06637903127316,2.1222164334776092,1.8796852534595228,7.638828181868269,2.1398850755299295,5.8093200000000005,2.4072991034473796
2024-06-06,6,158,2.1387012280625814,2.0904141550184523,2.1222164334776092,1.8796852534595228,8.318455874039635,2.330270972524757,5.923665,2.454682035698261
2024-06-07,6,159,1.9307969036623989,1.8678152894680706,2.1222164334776092,1.8796852534595228,8.212095098727824,2.3004758481558416,5.515562,2.285569990568334
2024-06-08,6,160,2.040745025063514,2.0607604869160854,2.1222164334776092,1.8796852534595228,8.296979368336737,2.3242547023673454,5.762597999999999,2.387938175023524
2024-06-09,6,161,2.321531336411116,2.1577995420493563,2.1222164334776092,1.8796852534595228,8.555790891223094,2.396756256534288,6.087725000000002,2.5226661527569836
2024-06-10,6,162,2.4657792805611374,2.1690973897629267,2.1222164334776092,1.8796852534595228,8.780420405595216,2.4596823145479236,6.167205,2.555601527765073
2024-06-11,6,163,2.2725396469605665,1.9525767342799139,2.1222164334776092,1.8796852534595228,8.369979187266999,2.344704334081283,5.9343900000000005,2.459126322273019
2024-06-12,6,164,2.201888956114437,2.0557014620609837,2.1222164334776092,1.8796852534595228,8.562530251785464,2.398644171374454,6.061996,2.5120044232202043
2024-06-13,6,165,2.4899069523105783,1.9193854794808594,2.1222164334776092,1.8796852534595228,8.403977187654794,2.354228283553061,5.963841,2.4713303953651584
2024-06-14,6,166,2.5336801362811916,2.1232869879222367,2.1222164334776092,1.8796852534595228,8.335903497571822,2.33515862129903,6.132875000000001,2.541375666868902
2024-06-15,6,167,2.2922580599299507,2.2000602605662576,2.1222164334776092,1.8796852534595228,8.535134253763339,2.3909696582291073,5.88224,2.4375161082987877
2024-06-16,6,168,2.4554183998713257,2.1556918209232907,2.1222164334776092,1.8796852534595228,8.298373675259032,2.3246452932410624,6.015953,2.492924862682994
2024-06-17,6,169,2.6939687654207987,2.150167675151074,2.1222164334776092,1.8796852534595228,8.246424990730922,2.3100927713007238,6.186738,2.56369572353801
2024-06-18,6,170,2.4934960677889197,1.9486484631390233,2.1222164334776092,1.8796852534595228,8.226319933613274,2.304460688650815,5.911872,2.4497951852016526
2024-06-19,6,171,2.5925943449968343,1.9564938013503745,2.1222164334776092,1.8796852534595228,8.707840742676002,2.4393503822449465,5.892980999999999,2.441967025044659
2024-06-20,6,172,2.361338892793964,1.7521474622747886,2.1222164334776092,1.8796852534595228,8.606877892814804,2.4110673929621447,5.720286,2.3704046875129268
2024-06-21,6,173,2.1467407773409874,1.8058651853163594,2.1222164334776092,1.8796852534595228,8.220255299947409,2.3027617868348345,5.53724,2.2945530436562223
2024-06-22,6,174,2.5048357292936227,2.0294886365985207,2.1222164334776092,1.8796852534595228,8.665393366592193,2.4274594868857933,5.567958000000001,2.307282143423441
2024-06-23,6,175,1.718612528208101,1.6291172310284554,2.1222164334776092,1.8796852534595228,8.392737742619884,2.3510797481867947,4.87945,2.021974277594678
2024-06-24,6,176,2.787498494871078,2.237289573319718,2.1222164334776092,1.8796852534595228,8.794244344934361,2.463554851116698,6.007950000000001,2.4896085339689815
2024-06-25,6,177,2.1050739190576504,1.7930672223552269,2.1222164334776092,1.8796852534595228,6.9098830535314235,1.9356837551348998,4.9593,2.055062975309776
2024-06-26,6,178,1.9897274850333047,1.8978882137009974,2.1222164334776092,1.8796852534595228,8.843173093726596,2.4772613904984033,5.087744000000001,2.1082883314690504
2024-06-27,6,179,1.8017801143163736,1.8318269498540671,2.1222164334776092,1.8796852534595228,7.284466830029444,2.0406168958967736,5.0208,2.080547695528668
2024-06-28,6,180,1.5998280003224845,1.2258725211180135,2.1222164334776092,1.8796852534595228,7.892353819380677,2.210905880692787,4.037850000000001,1.6732272770057428
2024-06-29,6,181,2.655251392791707,2.1961066373053377,2.1222164334776092,1.8796852534595228,7.702155331637713,2.157625076933435,5.648832,2.3407951720898255
