Nome: PETROLINA;;;;;;;;;;;;;;;;;;;;;
Codigo Estacao: A307;;;;;;;;;;;;;;;;;;;;;
Latitude: -9.38833333;;;;;;;;;;;;;;;;;;;;;
Longitude: -40.52333332;;;;;;;;;;;;;;;;;;;;;
Altitude: 372.72;;;;;;;;;;;;;;;;;;;;;
Situacao: Pane;;;;;;;;;;;;;;;;;;;;;
Data Inicial: 2024-01-01;;;;;;;;;;;;;;;;;;;;;
Data Final: 2024-12-31;;;;;;;;;;;;;;;;;;;;;
Periodicidade da Medicao: Horaria;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB);PRESSAO ATMOSFERICA REDUZIDA NIVEL DO MAR, AUT(mB);PRESSAO ATMOSFERICA MAX.NA HORA ANT. (AUT)(mB);PRESSAO ATMOSFERICA MIN. NA HORA ANT. (AUT)(mB);RADIACAO GLOBAL(Kj/m²);TEMPERATURA DA CPU DA ESTACAO(°C);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);TEMPERATURA MAXIMA NA HORA ANT. (AUT)(°C);TEMPERATURA MINIMA NA HORA ANT. (AUT)(°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT)(°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT)(°C);TENSAO DA BATERIA DA ESTACAO(V);UMIDADE REL. MAX. NA HORA ANT. (AUT)(%);UMIDADE REL. MIN. NA HORA ANT. (AUT)(%);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, DIRECAO HORARIA (gr)(° (gr));VENTO, RAJADA MAXIMA(m/s);VENTO, VELOCIDADE HORARIA(m/s)
01/01/2024;0;0;970,5;1012,8;970,5;969,8;null;29;26,8;20,1;26,8;26,6;20,7;20;12,5;70;67;67;294;5;2,2
01/01/2024;100;0;970,4;1012,7;970,5;970,3;null;28;26,4;20,7;26,8;26,3;20,7;20;12,4;71;66;71;256;4,5;1,5
01/01/2024;200;0;970,8;1013,1;970,8;970,3;null;28;26,7;20,7;26,7;26,4;20,8;20,7;12,4;71;70;70;222;3,4;1,4
01/01/2024;300;8,8;970,8;1013,6;971,1;970,8;null;28;23,2;21,1;26,8;23,2;21,6;20,4;12,4;89;69;88;335;2,9;0,9
01/01/2024;400;2,6;970,2;1012,8;970,8;970,2;null;26;24,3;22,1;24,7;23;22,6;21,1;12,4;92;83;87;314;5;2,1
01/01/2024;500;0;969,7;1012,3;970,2;969,6;null;26;24,6;22,2;24,7;24,3;22,3;21,8;12,4;88;85;87;284;5,1;2,2
01/01/2024;600;0;969,3;1011,9;969,7;969,3;null;26;24,2;22;24,6;24,2;22,3;21,9;12,4;89;86;88;233;4,8;1,5
01/01/2024;700;0;969,6;1012,2;969,6;969,2;null;26;24,4;22,1;24,5;24,1;22,3;21,9;12,4;88;87;87;294;2,8;1
01/01/2024;800;0;969,5;1012;969,6;969,3;null;26;24,9;21,8;24,9;24,4;22,5;21,8;12,3;88;83;83;136;2,5;1,2
01/01/2024;900;0;970,1;1012,7;970,1;969,5;null;26;24,2;22,7;25,1;24,2;22,8;21,7;12,3;91;82;91;31;3,5;2,3
01/01/2024;1000;0;970,6;1013,2;970,6;970,1;null;26;24,9;22,7;24,9;24,1;22,8;22,5;12,5;92;87;87;23;3,6;2,2
01/01/2024;1100;0;971;1013,3;971;970,5;null;28;26,7;21,8;27,6;24,9;23,3;21,8;12,8;88;73;74;95;3,6;1,4
01/01/2024;1200;0;971,2;1013,4;971,3;971;null;30;27,4;22,4;27,9;26,5;22,9;21,7;12,8;78;70;74;118;3,5;1,6
01/01/2024;1300;0;971,4;1013,4;971,5;971,2;null;30;29,2;21,9;29,3;27,2;22,6;21,4;13;75;65;65;82;4;1,4
01/01/2024;1400;0;970,8;1012,6;971,4;970,8;null;32;30,1;21,8;30,7;28,4;22,5;21,2;13;67;58;61;41;4,8;2,2
01/01/2024;1500;0;969,9;1011,6;970,8;969,8;null;34;31;21,1;32,4;30;22,6;20,3;13;61;52;56;129;6,8;2
01/01/2024;1600;0;968,9;1010,6;969,9;968,9;null;34;30,2;21,1;31,6;30;21,2;19,7;12,9;59;50;58;309;6,8;2,1
01/01/2024;1700;0;968;1009,6;968,9;968;null;33;31;20,5;31;29,9;20,9;19,9;12,9;58;52;54;269;5,7;1,6
01/01/2024;1800;0;966,6;1007,9;968;966,6;null;34;32,5;21,2;32,7;30,8;21,3;19,2;13;56;48;51;224;5;1,8
01/01/2024;1900;0;966,1;1007,6;966,6;966,1;null;34;31,2;20,3;32,5;30,5;21,5;20;12,8;58;50;52;210;5,2;2,4
01/01/2024;2000;0;965,8;1007,1;966,1;965,7;null;35;32,5;18,8;33,6;31,2;20,4;18,6;12,8;52;43;45;168;4,5;1,9
01/01/2024;2100;0;966,4;1007,8;966,4;965,8;null;35;31,7;18,7;32,8;31,7;19,3;18,5;12,5;48;44;46;192;3,2;0,9
01/01/2024;2200;0;967,3;1008,9;967,3;966,4;null;33;30,3;19,1;31,7;30,3;19,4;18,5;12,5;52;46;51;229;4,5;1,5
01/01/2024;2300;0;968,4;1010,2;968,4;967,3;null;32;29,7;19,7;30,3;29,5;20;18,9;12,5;57;51;55;295;3,2;1,2
02/01/2024;0;0;969,2;1011,2;969,3;968,4;null;31;28,5;20,1;29,7;28,5;20,5;19,9;12,5;61;55;61;353;4,6;2,7
02/01/2024;100;0;969,9;1012;969,9;969,2;null;30;28,1;20,5;28,5;28;20,5;20,1;12,5;64;61;64;72;5,6;3,1
02/01/2024;200;0,4;969,9;1012,2;970,1;969,8;null;29;26,8;21,6;28,1;26,8;21,6;20,4;12,4;74;63;74;42;5,6;3,2
02/01/2024;300;0;969,4;1011,7;969,9;969,4;null;29;26,2;21,7;26,8;26,2;22,2;21,5;12,4;78;73;77;34;5,5;2,3
02/01/2024;400;4,4;969,5;1012,2;969,8;969,3;null;27;23,8;22,5;26,2;23,7;22,6;21,4;12,4;93;76;93;168;8,4;3,6
02/01/2024;500;1;969,3;1012;969,5;969,1;null;26;23,7;22,6;23,9;23,6;22,8;22,3;12,4;94;92;94;148;6,3;2,4
02/01/2024;600;1;969,2;1011,9;969,4;969,2;null;26;23,3;22,1;23,7;23,2;22,7;22,1;12,4;94;93;93;166;6,1;2,7
02/01/2024;700;0,8;969,1;1012;969,2;969,1;null;25;22,2;20,6;23,3;22,1;22,2;20,4;12,4;93;89;91;114;7,2;2
02/01/2024;800;0,2;970;1012,9;970;969,1;null;25;22,4;21,2;22,5;22,2;21,3;20,7;12,3;93;91;93;162;3,4;1,1
02/01/2024;900;0,2;970,4;1013,3;970,4;970;null;25;22,4;21,4;22,5;22,3;21,5;21,1;12,3;94;93;94;246;2;1
02/01/2024;1000;0,2;970,2;1013;970,4;970,2;null;25;23,1;21,9;23,1;22,4;22;21,4;12,4;94;93;93;134;3,5;1,7
02/01/2024;1100;0,2;970,8;1013,6;970,8;970,2;null;25;23,6;22,2;23,7;22,9;22,3;21,6;12,6;93;91;92;99;3,9;1,6
02/01/2024;1200;0;971,2;1013,8;971,2;970,8;null;26;25;22,4;25,1;23,6;22,7;22;12,8;92;85;85;53;3,9;1,8
02/01/2024;1300;0;971,4;1013,5;971,5;971,2;null;28;28,1;22,9;28,1;24,9;23;21,5;13,1;86;74;74;72;4;1,1
02/01/2024;1400;0;971,1;1013,3;971,4;971,1;null;30;27,5;22;28,2;26,6;22,8;21,2;13;76;70;72;1;4,6;2,9
02/01/2024;1500;0;970,7;1013,1;971,1;970,6;null;30;25,8;21,5;29;25,8;22,7;21,3;12,9;77;68;77;335;9,6;4,7
02/01/2024;1600;0;969,7;1011,9;970,7;969,7;null;29;27;22,1;27,1;24,4;22,7;21,4;13,2;88;74;75;313;9,6;2,6
02/01/2024;1700;0;968,3;1010,2;969,7;968,3;null;30;28,6;21,1;29;26,9;22,2;20,6;13;75;63;64;344;7,2;4,1
02/01/2024;1800;0;967,6;1009,3;968,3;967,6;null;32;30;21;30,3;28,5;22,1;19,9;13;66;56;59;325;7,2;2,5
02/01/2024;1900;0;967;1008,8;967,6;967;null;32;29,3;20,5;30,8;29,2;21,2;19,6;12,7;60;55;59;305;5,1;2,7
02/01/2024;2000;0;967,2;1009;967,2;966,9;null;31;29;21,6;29,4;28,9;21,8;20,4;12,6;65;59;64;267;4,3;1,3
02/01/2024;2100;0;967,5;1009,4;967,5;967,2;null;31;28,5;20,5;29,2;28,5;21,9;20,5;12,5;66;62;62;328;5;2,4
02/01/2024;2200;0;968,1;1010,1;968,1;967,4;null;30;28,1;21,1;28,6;28,1;21,1;20,2;12,5;66;61;66;328;4,1;1,3
02/01/2024;2300;0;969;1011,1;969;968,1;null;29;27,4;21,8;28,2;27,4;22;20,9;12,5;72;65;72;319;3;1,7
03/01/2024;0;0;969,7;1011,8;969,7;969;null;29;27,7;21,1;27,7;27,4;22;20,9;12,5;72;67;68;323;3,1;1,5
03/01/2024;100;0;970,2;1012,5;970,2;969,7;null;29;26,3;22,8;27,7;26,3;22,8;21;12,5;81;67;81;280;4;2
03/01/2024;200;0;969,9;1012,3;970,2;969,9;null;28;25,9;22,6;26,3;25,8;22,9;22,6;12,4;84;81;82;304;4,4;2,5
03/01/2024;300;0,4;969,5;1012;969,9;969,5;null;28;25,1;22,8;26;25,1;22,8;22,2;12,4;87;80;87;338;6;3,4
03/01/2024;400;0,8;968,6;1011,1;969,4;968,6;null;27;24,5;22,6;25,1;24,5;22,9;22,4;12,4;90;86;89;318;7,1;3,2
03/01/2024;500;0;968,3;1010,8;968,6;968,2;null;26;24,4;21,9;24,5;24,2;22,5;21,8;12,4;89;86;86;287;6,4;2,4
03/01/2024;600;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/01/2024;700;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/01/2024;800;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/01/2024;900;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/01/2024;1000;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/01/2024;1100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/01/2024;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/01/2024;1300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/01/2024;1400;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/01/2024;1500;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
03/01/2024;1600;0;970,4;1012,3;971,4;970,3;null;32;29,7;22,3;30;28,1;22,8;21,4;13,1;70;62;65;27;6,9;2,2
03/01/2024;1700;0;969,4;1011,1;970,4;969,4;null;33;30,9;21,1;31,2;29;22,3;21,1;13;65;56;56;325;6,9;3,1
03/01/2024;1800;0;968,5;1010,1;969,4;968,4;null;34;30,8;21,5;32;30,1;22;20,1;12,9;59;51;58;310;6,7;3,8
03/01/2024;1900;0;968,3;1010,1;968,5;968,2;null;33;29,5;22,5;31,4;29,2;22,8;21,5;12,8;67;58;66;282;7,8;3,2
03/01/2024;2000;0;967,7;1009,5;968,3;967,7;null;32;29,2;21,9;29,6;28,8;22,6;21,7;12,8;68;64;65;251;5,6;2,6
03/01/2024;2100;0;968,3;1010,2;968,3;967,5;null;31;28,7;20,9;29,7;28,7;22;20,9;12,5;65;61;63;232;5,4;2,4
03/01/2024;2200;0;968,8;1010,9;968,8;968,3;null;30;27,5;22,2;28,7;27,5;22,3;21;12,5;73;63;73;206;3,9;1,2
03/01/2024;2300;0;969,7;1011,9;969,8;968,8;null;29;27,1;22,9;27,5;27,1;22,9;22,3;12,5;78;73;78;237;2,6;1,3
04/01/2024;0;0;970,7;1013;970,7;969,7;null;29;26,4;23,3;27,1;26,4;23,3;22,8;12,5;83;77;83;239;3,3;1,6
04/01/2024;100;0;971;1013,4;971,1;970,4;null;28;26,2;22,8;26,4;26,1;23,3;22,8;12,4;84;82;82;268;3;1,1
04/01/2024;200;0;970,3;1012,7;971,1;970,3;null;28;25,9;22,7;26,2;25,8;23;22,6;12,4;84;81;83;216;2,8;1,4
04/01/2024;300;0;970,3;1012,7;970,5;970,3;null;28;25,9;22,4;26;25,7;22,9;22,3;12,4;84;81;81;284;2,7;0,7
04/01/2024;400;0;969,5;1011,9;970,3;969,5;null;27;25,9;22,5;25,9;25,7;22,7;22,3;12,4;83;81;81;134;2,3;1,3
04/01/2024;500;0;969,1;1011,5;969,6;969,1;null;27;25,8;22,8;26,1;25,8;22,8;22,2;12,4;83;80;83;144;3,5;1,5
04/01/2024;600;0;969,1;1011,5;969,3;969,1;null;27;25,6;22,9;25,8;25,5;22,9;22,6;12,4;85;83;85;111;4,6;1,2
04/01/2024;700;0;969,1;1011,5;969,2;968,9;null;27;25,3;22,5;25,7;25,3;22,9;22,4;12,3;85;83;84;124;3,3;1,2
04/01/2024;800;0;969,7;1012,2;969,7;969,1;null;27;24,9;22,8;25,4;24,9;23;22,5;12,3;88;84;88;171;2,5;1,5
04/01/2024;900;0;970,3;1012,8;970,3;969,7;null;27;25,2;22,9;25,2;24,9;22,9;22,7;12,3;88;87;87;138;2,2;0,4
04/01/2024;1000;0;971,1;1013,6;971,1;970,3;null;27;25,5;23,4;25,5;25,2;23,4;22,9;12,4;89;87;88;346;2,3;0,8
04/01/2024;1100;0;971,4;1013,7;971,4;971,1;null;28;26,9;23;27;25,4;23,4;22,8;12,8;88;79;79;312;2,6;0,8
04/01/2024;1200;0;971,3;1013,4;971,5;971,3;null;30;28,4;22,6;29,2;26,7;23,3;22,4;12,9;81;69;71;16;3,6;1,7
04/01/2024;1300;0;970,9;1012,7;971,3;970,9;null;32;30,1;21,4;30,9;28,3;22,9;21,1;12,9;72;58;59;59;5,2;2,2
04/01/2024;1400;0;970,2;1012;970,9;970,2;null;33;30,3;20,7;31,9;29,8;22,3;20,4;12,8;62;54;57;354;5,6;1,6
04/01/2024;1500;0;969,3;1010,7;970,2;969,3;null;34;32,9;20,1;33,1;30,2;21,8;19,6;12,8;57;47;47;15;4,3;1,7
04/01/2024;1600;0;968,4;1009,6;969,3;968,4;null;36;33,8;19,8;34,9;32,1;20,5;18,2;12,9;49;40;44;12;5,1;1,8
04/01/2024;1700;0;967,2;1008,3;968,4;967,2;null;36;34,3;19,8;35;32,8;21;18,9;13,2;47;41;43;352;6,2;1,7
04/01/2024;1800;0;966,3;1007,3;967,2;966,2;null;36;34,3;18,6;35,1;33,4;20,2;18,3;13,1;43;39;40;99;6,2;2,5
04/01/2024;1900;0;965,8;1006,7;966,3;965,8;null;36;35,1;18,1;35,1;33,6;19,5;17,6;12,8;42;36;37;78;6,6;1,8
04/01/2024;2000;0;965,8;1006,9;965,8;965,7;null;37;33,9;18,4;35,3;33,9;18,9;17,8;12,8;41;36;40;58;5,7;2
04/01/2024;2100;0;966,1;1007,5;966,1;965,8;null;35;32;20;33,9;32;20,3;18,3;12,5;50;40;49;336;4,4;1,4
04/01/2024;2200;0;966,6;1008,1;966,6;966,1;null;33;31;20,6;32,1;31;20,8;19,9;12,5;55;49;54;327;2,2;0,8
04/01/2024;2300;0;967,6;1009,3;967,6;966,6;null;32;30,1;20,6;31,2;30,1;21,4;19,9;12,5;59;51;57;245;2;0,8
05/01/2024;0;0;968,2;1010,1;968,2;967,6;null;31;28,9;22,4;30,1;28,9;22,4;20,5;12,5;68;56;68;177;2,6;1,6
05/01/2024;100;0;968,3;1010,2;968,3;968,2;null;31;28,7;21,9;29;28,6;22,5;21,9;12,4;69;66;67;287;2,4;1,1
05/01/2024;200;0;968,6;1010,5;968,6;968,2;null;30;28,8;21,4;29,1;28,3;22,3;21,1;12,4;70;62;64;20;1,7;0,6
05/01/2024;300;0;969,2;1011,1;969,2;968,6;null;30;29;21,6;29,1;28,6;21,7;21,2;12,4;66;64;64;338;6,2;3
05/01/2024;400;2,2;968,5;1011;969,2;968,5;null;28;24,6;21,2;29;24,5;22,6;20,9;12,4;86;64;81;252;8,6;4,4
05/01/2024;500;0;968,3;1010,8;968,7;968,3;null;27;24,8;22,8;25,3;24,6;22,9;21,3;12,4;88;81;88;181;7,5;1,2
05/01/2024;600;0;968;1010,4;968,3;967,7;null;27;25,4;23;25,4;24,7;23;22,7;12,4;89;86;86;343;2,2;0,9
05/01/2024;700;0;968,4;1010,9;968,5;968;null;27;24,7;22,3;25,4;24,6;23,1;22,2;12,4;88;85;87;211;2,9;1,2
05/01/2024;800;0;969,2;1011,7;969,2;968,4;null;27;24,9;21,9;25,1;24,5;22,5;21,8;12,3;88;83;84;144;4,1;2,3
05/01/2024;900;0;969,5;1012;969,5;969,1;null;27;25,1;21,6;25,1;24,6;21,9;21,4;12,3;84;81;81;122;4,1;0,8
05/01/2024;1000;0;969,9;1012,3;969,9;969,5;null;27;26,1;21,9;26,6;25,1;22,4;21,4;12,5;82;74;78;155;2,8;1,6
05/01/2024;1100;0;970,1;1012,3;970,1;969,9;null;28;27,2;22;27,5;26;22,8;21,5;12,6;78;73;73;128;3;0,9
05/01/2024;1200;0;970,1;1012;970,3;970,1;null;30;29,6;21,6;29,7;26,9;23,5;21,3;12,9;74;62;62;100;4,8;1,8
05/01/2024;1300;0;969,8;1011,6;970,1;969,8;null;32;30,1;21,8;30,5;29,1;22,3;20,7;13;63;58;61;160;5,3;2,1
05/01/2024;1400;0;969,4;1011,1;969,8;969,4;null;33;30,8;20,8;31,3;29,8;21,7;20,5;13;61;55;55;338;4;1
05/01/2024;1500;0;968,8;1010,2;969,4;968,8;null;34;32,5;21,2;32,8;30,8;22;20,6;13;56;50;52;223;4,8;2
05/01/2024;1600;0;967,8;1009;968,8;967,8;null;36;33,7;20,9;34,2;32,5;21,8;19,9;13,3;52;45;47;338;4;1,5
05/01/2024;1700;0;966,7;1007,8;967,8;966,7;null;36;33,9;20,9;34,9;32,9;22,1;19,9;13;50;45;47;267;4,4;2,5
05/01/2024;1800;0;965,9;1007;966,7;965,9;null;37;33,6;20,3;34,4;33,2;21,5;20,2;13,3;49;45;46;210;5,3;2,4
05/01/2024;1900;0;965,4;1006,5;965,9;965,4;null;37;33,9;20,1;34,6;33,5;21,1;19,8;13,1;46;44;45;192;5;2,2
05/01/2024;2000;0;965,3;1006,5;965,5;965,2;null;36;33,2;20,4;34,2;33,1;20,6;19,5;12,9;47;43;47;158;4;1,9
05/01/2024;2100;0;965,7;1007;965,7;965,3;null;35;32,4;20,5;33,4;32,4;20,6;19,9;12,5;50;46;50;108;3,7;1,9
05/01/2024;2200;0;966,4;1007,9;966,5;965,6;null;34;31,2;21,1;32,4;31,2;21,5;20,3;12,5;56;49;55;161;3,5;0,7
05/01/2024;2300;0;967,1;1008,7;967,1;966,4;null;33;30,4;21,7;31,2;30,4;22;21,2;12,5;60;55;60;205;2,7;1
06/01/2024;0;0;968;1009,8;968;967,1;null;32;29,4;21,7;30,4;29,2;22,1;21,5;12,5;64;60;63;275;1,8;0,8
06/01/2024;100;0;968,4;1010,3;968,4;968;null;31;28,6;22,2;29,4;28,5;22,6;21,5;12,5;70;63;68;238;2,3;1,3
06/01/2024;200;0;968,5;1010,5;968,6;968,4;null;30;28;22,6;28,7;28;22,6;22;12,4;73;67;73;226;2,9;1,5
06/01/2024;300;0;968,3;1010,4;968,6;968,3;null;30;27,1;23;28;27,1;23,1;22,6;12,4;79;73;79;250;2,9;1,2
06/01/2024;400;0;967,6;1009,8;968,3;967,6;null;29;26,5;22,9;27,1;26,4;23;22,8;12,4;81;78;81;279;2,4;0,7
06/01/2024;500;0;967,5;1009,8;967,6;967,5;null;28;26,1;23,1;26,5;26,1;23,1;22,9;12,4;83;81;83;283;2,1;1,2
06/01/2024;600;0;968,1;1010,3;968,1;967,5;null;28;26,8;22,1;26,9;26,1;23,2;22,1;12,4;84;75;75;192;4,6;1,2
06/01/2024;700;0;968,5;1010,6;968,5;968,1;null;28;27,3;21,3;27,4;26,6;22,2;21,3;12,4;76;70;70;143;4,5;2,3
06/01/2024;800;0;968,9;1011,1;968,9;968,5;null;28;26,6;21,5;27,3;26,6;21,5;21,3;12,4;74;70;74;118;5,7;2,6
06/01/2024;900;0;969,2;1011,5;969,2;968,9;null;28;26,2;21,7;26,6;26,2;21,7;21,5;12,4;77;74;76;139;6;3,5
06/01/2024;1000;0;969,9;1012,1;969,9;969,2;null;28;27,4;21,9;27,4;26,2;21,9;21,7;12,5;76;72;72;138;8;3,5
06/01/2024;1100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
06/01/2024;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
06/01/2024;1300;0;970;1011,7;970,3;970;null;32;30,9;21,7;31,3;29,8;21,8;21;13;60;57;58;133;5,7;2,4
06/01/2024;1400;0;969,4;1010,9;970;969,4;null;34;32;21,6;32,2;30,7;22,4;21,4;13,1;59;54;54;130;5,8;2,5
06/01/2024;1500;0;968,5;1009,8;969,5;968,5;null;35;33,3;21,2;34;31,7;22,4;20,5;13;54;49;49;142;8,2;2,6
06/01/2024;1600;0;967,6;1008,7;968,5;967,6;null;36;34;21,1;34,2;32,6;21,5;20,4;13,3;51;46;47;143;6,6;2,8
06/01/2024;1700;0;966,6;1007,6;967,6;966,6;null;37;34,4;20,3;35,3;33,5;21,3;19,5;13,3;47;42;44;151;5,8;3,3
06/01/2024;1800;0;965,6;1006,6;966,6;965,6;null;37;34,4;19,2;35,7;34;20,8;18,8;13;44;38;41;114;6,2;2,6
06/01/2024;1900;0;965,7;1006,6;965,7;965,4;null;37;35,1;18,9;35,4;34,3;19,7;18,4;13;41;38;39;104;6,2;1,7
06/01/2024;2000;0;965,5;1006,5;965,7;965,5;null;37;34,6;18,6;35,3;34,3;19,4;17,7;12,9;41;37;39;124;5,5;1,7
06/01/2024;2100;0;965,6;1006,7;965,6;965,4;null;36;33,4;18,8;34,7;33,4;19,1;17,9;12,5;42;38;42;117;4,5;1,3
06/01/2024;2200;0;966,2;1007,4;966,2;965,6;null;35;32,9;19;33,4;32,7;19;17,7;12,5;44;40;44;142;3;1,1
06/01/2024;2300;0;966,8;1008,4;966,8;966,2;null;33;30,2;20,9;32,9;30,2;21;18,8;12,5;58;44;58;196;4,4;2,1
07/01/2024;0;0;967,6;1009,3;967,6;966,8;null;32;29,7;20,8;30,1;29,5;21,1;20,8;12,5;61;58;59;224;3,6;1
07/01/2024;100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
07/01/2024;200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
07/01/2024;300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
07/01/2024;400;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
07/01/2024;500;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
07/01/2024;600;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
07/01/2024;700;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
07/01/2024;800;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
07/01/2024;900;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
07/01/2024;1000;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
07/01/2024;1100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
07/01/2024;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
07/01/2024;1300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
07/01/2024;1400;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
07/01/2024;1500;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
07/01/2024;1600;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
07/01/2024;1700;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
07/01/2024;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
07/01/2024;1900;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
07/01/2024;2000;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
07/01/2024;2100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
07/01/2024;2200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
07/01/2024;2300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
08/01/2024;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
08/01/2024;100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
08/01/2024;200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
08/01/2024;300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
08/01/2024;400;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
08/01/2024;500;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
08/01/2024;600;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
08/01/2024;700;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
08/01/2024;800;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
08/01/2024;900;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
08/01/2024;1000;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
08/01/2024;1100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
08/01/2024;1200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
08/01/2024;1300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
08/01/2024;1400;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
08/01/2024;1500;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
08/01/2024;1600;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
08/01/2024;1700;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
08/01/2024;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
08/01/2024;1900;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
08/01/2024;2000;0;967,5;1009;967,5;967,4;null;34;31,6;17,6;32,5;31,6;18,5;17,5;12,7;45;42;43;249;5,8;2,3
08/01/2024;2100;0;967,7;1009,3;967,7;967,5;null;33;30,5;18,5;31,8;30,5;18,6;17,4;12,5;49;43;49;299;4,9;3
08/01/2024;2200;0;968;1009,8;968;967,7;null;32;29,2;19,9;30,6;29,2;19,9;18,4;12,4;57;49;57;260;4,9;1,5
08/01/2024;2300;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
09/01/2024;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
09/01/2024;100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
09/01/2024;200;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
